frame_0based,displayed_decision_1based,executed_action,p_end_approx,p_end_chroma_endpoint_approx,end_legacy_width_px,end_chroma_endpoint_px,action_thresholds_agree,move_ahead_approx,rotate_right_approx,rotate_left_approx,move_back_approx,done_approx,sub_done_approx,rotate_left_small_approx,rotate_right_small_approx
59,60,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,61,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,62,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,63,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,64,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,65,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,66,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,67,m,0.0,0.0,0,0,True,0.8909090909090909,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0
67,68,r,0.0,0.0,0,0,True,0.09090909090909091,0.7454545454545455,0.16363636363636364,0.0,0.0,0.0,0.0,0.0
68,69,end,0.8545454545454545,0.8363636363636363,47,46,True,0.0,0.16363636363636364,0.0,0.0,0.8545454545454545,0.0,0.0,0.0
