frame_0based,displayed_decision_1based,executed_action,p_end_approx,p_end_chroma_endpoint_approx,end_legacy_width_px,end_chroma_endpoint_px,action_thresholds_agree,move_ahead_approx,rotate_right_approx,rotate_left_approx,move_back_approx,done_approx,sub_done_approx,rotate_left_small_approx,rotate_right_small_approx
41,42,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,43,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,44,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,45,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,46,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,47,m,0.0,0.0,0,0,True,0.9272727272727272,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0
47,48,r,0.0,0.0,0,0,True,0.5636363636363636,0.41818181818181815,0.0,0.0,0.0,0.0,0.0,0.0
48,49,r,0.0,0.0,0,0,True,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
49,50,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,51,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,52,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,53,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,54,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,55,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,56,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,57,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,58,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,59,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,60,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,61,r,0.0,0.0,0,0,True,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
61,62,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,63,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,64,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,65,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,66,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,67,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,68,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,69,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,70,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,71,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,72,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,73,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,74,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,75,m,0.0,0.0,0,0,True,0.9272727272727272,0.0,0.05454545454545454,0.0,0.0,0.0,0.0,0.0
75,76,r,0.0,0.0,0,0,True,0.0,0.5636363636363636,0.45454545454545453,0.0,0.0,0.0,0.0,0.0
76,77,r,0.0,0.0,0,0,True,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
77,78,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,79,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,80,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,81,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,82,r,0.0,0.0,0,0,True,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
82,83,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,84,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,85,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,86,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,87,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,88,r,0.0,0.0,0,0,True,0.5636363636363636,0.41818181818181815,0.0,0.0,0.0,0.0,0.0,0.0
88,89,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,90,m,0.0,0.0,0,0,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,91,end,0.7090909090909091,0.7090909090909091,39,39,True,0.2727272727272727,0.0,0.0,0.0,0.7090909090909091,0.0,0.0,0.0
