phase,repeat,task_key,house_index,synset,target_id,asset_id,static_candidate,exact_id_matches,valid_aabb,status,aabb_x_m,aabb_y_m,aabb_z_m,aabb_volume_m3,max_side_m,obb_available
preflight,1,ObjectNavType/val/004110/raw_navigation_camera__0.mp4,4110,basketball.n.02,BasketBall|4|1,Basketball_1,False,1,True,VALID_CREATION_STATE_AABB,0.24000000953674316,0.24000005424022675,0.23999977111816406,0.013823990489956337,0.24000005424022675,True
preflight,2,ObjectNavType/val/004110/raw_navigation_camera__0.mp4,4110,basketball.n.02,BasketBall|4|1,Basketball_1,False,1,True,VALID_CREATION_STATE_AABB,0.24000000953674316,0.24000005424022675,0.23999977111816406,0.013823990489956337,0.24000005424022675,True
preflight,1,ObjectNavType/val/010248/raw_navigation_camera__0.mp4,10248,vase.n.01,Vase|4|42,Vase_Medium_5,False,1,True,VALID_CREATION_STATE_AABB,0.18230438232421875,0.18848824501037598,0.18230819702148438,0.006264516758810075,0.18848824501037598,True
preflight,1,ObjectNavType/val/010248/raw_navigation_camera__0.mp4,10248,vase.n.01,Vase|6|67,Vase_Medium_5,False,1,True,VALID_CREATION_STATE_AABB,0.18230438232421875,0.18848824501037598,0.18230819702148438,0.006264516758810075,0.18848824501037598,True
preflight,1,ObjectNavType/val/010248/raw_navigation_camera__0.mp4,10248,vase.n.01,Vase|7|87,Vase_Medium_5,False,1,True,VALID_CREATION_STATE_AABB,0.18230819702148438,0.18847918510437012,0.18230438232421875,0.006264215647549774,0.18847918510437012,True
preflight,1,ObjectNavType/val/010248/raw_navigation_camera__0.mp4,10248,vase.n.01,Vase|8|98,Vase_Medium_5,False,1,True,VALID_CREATION_STATE_AABB,0.18231582641601562,0.18848833441734314,0.18231201171875,0.006265044073074995,0.18848833441734314,True
preflight,2,ObjectNavType/val/010248/raw_navigation_camera__0.mp4,10248,vase.n.01,Vase|4|42,Vase_Medium_5,False,1,True,VALID_CREATION_STATE_AABB,0.18230438232421875,0.18848824501037598,0.18230819702148438,0.006264516758810075,0.18848824501037598,True
preflight,2,ObjectNavType/val/010248/raw_navigation_camera__0.mp4,10248,vase.n.01,Vase|6|67,Vase_Medium_5,False,1,True,VALID_CREATION_STATE_AABB,0.18230438232421875,0.18848824501037598,0.18230819702148438,0.006264516758810075,0.18848824501037598,True
preflight,2,ObjectNavType/val/010248/raw_navigation_camera__0.mp4,10248,vase.n.01,Vase|7|87,Vase_Medium_5,False,1,True,VALID_CREATION_STATE_AABB,0.18230819702148438,0.18847918510437012,0.18230438232421875,0.006264215647549774,0.18847918510437012,True
preflight,2,ObjectNavType/val/010248/raw_navigation_camera__0.mp4,10248,vase.n.01,Vase|8|98,Vase_Medium_5,False,1,True,VALID_CREATION_STATE_AABB,0.18231582641601562,0.18848833441734314,0.18231201171875,0.006265044073074995,0.18848833441734314,True
preflight,1,ObjectNavType/val/010822/raw_navigation_camera__0.mp4,10822,vase.n.01,Vase|2|45,Vase_Decorative_1,False,1,True,VALID_CREATION_STATE_AABB,0.14827728271484375,0.288472056388855,0.14827919006347656,0.006342472228393807,0.288472056388855,True
preflight,1,ObjectNavType/val/010822/raw_navigation_camera__0.mp4,10822,vase.n.01,Vase|6|20,Vase_Tall_4,False,1,True,VALID_CREATION_STATE_AABB,0.17513656616210938,0.29468321800231934,0.17463970184326172,0.009013121290344098,0.29468321800231934,True
preflight,1,ObjectNavType/val/010822/raw_navigation_camera__0.mp4,10822,vase.n.01,Vase|7|30,Vase_Medium_5,False,1,True,VALID_CREATION_STATE_AABB,0.18230533599853516,0.18847918510437012,0.18230438232421875,0.006264117341137779,0.18847918510437012,True
preflight,2,ObjectNavType/val/010822/raw_navigation_camera__0.mp4,10822,vase.n.01,Vase|2|45,Vase_Decorative_1,False,1,True,VALID_CREATION_STATE_AABB,0.14827728271484375,0.288472056388855,0.14827919006347656,0.006342472228393807,0.288472056388855,True
preflight,2,ObjectNavType/val/010822/raw_navigation_camera__0.mp4,10822,vase.n.01,Vase|6|20,Vase_Tall_4,False,1,True,VALID_CREATION_STATE_AABB,0.17513656616210938,0.29468321800231934,0.17463970184326172,0.009013121290344098,0.29468321800231934,True
preflight,2,ObjectNavType/val/010822/raw_navigation_camera__0.mp4,10822,vase.n.01,Vase|7|30,Vase_Medium_5,False,1,True,VALID_CREATION_STATE_AABB,0.18230533599853516,0.18847918510437012,0.18230438232421875,0.006264117341137779,0.18847918510437012,True
preflight,1,ObjectNavType/val/010846/raw_navigation_camera__0.mp4,10846,atomizer.n.01,SprayBottle|3|17,Spray_Bottle_2,False,1,True,VALID_CREATION_STATE_AABB,0.03285503387451172,0.24549812078475952,0.11246633529663086,0.0009071364864661137,0.24549812078475952,True
preflight,2,ObjectNavType/val/010846/raw_navigation_camera__0.mp4,10846,atomizer.n.01,SprayBottle|3|17,Spray_Bottle_2,False,1,True,VALID_CREATION_STATE_AABB,0.03285503387451172,0.24549812078475952,0.11246633529663086,0.0009071364864661137,0.24549812078475952,True
preflight,1,ObjectNavType/val/011059/raw_navigation_camera__0.mp4,11059,sofa.n.01,Sofa|7|1,Sofa_207_1,False,1,True,VALID_CREATION_STATE_AABB,1.9621000289916992,0.8163272142410278,0.9105195999145508,1.4583934934786742,1.9621000289916992,True
preflight,2,ObjectNavType/val/011059/raw_navigation_camera__0.mp4,11059,sofa.n.01,Sofa|7|1,Sofa_207_1,False,1,True,VALID_CREATION_STATE_AABB,1.9621000289916992,0.8163272142410278,0.9105195999145508,1.4583934934786742,1.9621000289916992,True
preflight,1,ObjectNavType/val/011097/raw_navigation_camera__0.mp4,11097,vase.n.01,Vase|2|38,Vase_Medium_5,False,1,True,VALID_CREATION_STATE_AABB,0.18230819702148438,0.18847918510437012,0.18230438232421875,0.006264215647549774,0.18847918510437012,True
preflight,2,ObjectNavType/val/011097/raw_navigation_camera__0.mp4,11097,vase.n.01,Vase|2|38,Vase_Medium_5,False,1,True,VALID_CREATION_STATE_AABB,0.18230819702148438,0.18847918510437012,0.18230438232421875,0.006264215647549774,0.18847918510437012,True
full,1,ObjectNavType/val/000420/raw_navigation_camera__0.mp4,420,mug.n.04,ObjaMilkshake|6|0,4037a5122c294a19bee0e62042ee77fe,True,1,True,VALID_CREATION_STATE_AABB,0.13204288482666016,0.17658936977386475,0.09797477722167969,0.0022845141129871184,0.17658936977386475,True
full,1,ObjectNavType/val/000420/raw_navigation_camera__0.mp4,420,mug.n.04,ObjaMug|2|33,cda66fff0dc142539371a293ea4dabf3,True,1,True,VALID_CREATION_STATE_AABB,0.09941446781158447,0.12023335695266724,0.10086917877197266,0.0012056827569989228,0.12023335695266724,True
full,1,ObjectNavType/val/000714/raw_navigation_camera__0.mp4,714,mug.n.04,ObjaMilkshake|6|1,4037a5122c294a19bee0e62042ee77fe,True,1,True,VALID_CREATION_STATE_AABB,0.12877464294433594,0.1765890121459961,0.09247684478759766,0.0021029407424371597,0.1765890121459961,True
full,1,ObjectNavType/val/001095/raw_navigation_camera__0.mp4,1095,basketball.n.02,ObjaBasketball|2|0,563a01e3d4d84e078eca33ec7c2d1479,True,1,True,VALID_CREATION_STATE_AABB,0.2294858694076538,0.2296135425567627,0.2359027862548828,0.012430440482133924,0.2359027862548828,True
full,1,ObjectNavType/val/001730/raw_navigation_camera__0.mp4,1730,mug.n.04,ObjaMilkshake|7|64,4037a5122c294a19bee0e62042ee77fe,True,1,True,VALID_CREATION_STATE_AABB,0.12877464294433594,0.1765897274017334,0.09247684478759766,0.0021029492601836093,0.1765897274017334,True
full,1,ObjectNavType/val/001852/raw_navigation_camera__0.mp4,1852,mug.n.04,ObjaMug|4|0,1bdbfaa744f8458c99593de70f364dfb,True,1,True,VALID_CREATION_STATE_AABB,0.07937002182006836,0.07138633728027344,0.09588623046875,0.0005432851633828117,0.09588623046875,True
full,1,ObjectNavType/val/002819/raw_navigation_camera__0.mp4,2819,basketball.n.02,ObjaBasketball|6|50,563a01e3d4d84e078eca33ec7c2d1479,True,1,True,VALID_CREATION_STATE_AABB,0.2359018325805664,0.2296135425567627,0.22948455810546875,0.012430319201783507,0.2359018325805664,True
full,1,ObjectNavType/val/002986/raw_navigation_camera__0.mp4,2986,mug.n.04,ObjaMug|2|1,89ee37afe6934fd9b8f8664d8bb1669d,True,1,True,VALID_CREATION_STATE_AABB,0.07329177856445312,0.08413934707641602,0.09742379188537598,0.0006007854791749358,0.09742379188537598,True
full,1,ObjectNavType/val/004110/raw_navigation_camera__0.mp4,4110,basketball.n.02,BasketBall|4|1,Basketball_1,False,1,True,VALID_CREATION_STATE_AABB,0.24000000953674316,0.24000005424022675,0.23999977111816406,0.013823990489956337,0.24000005424022675,True
full,1,ObjectNavType/val/004495/raw_navigation_camera__0.mp4,4495,mug.n.04,ObjaMilkshake|6|1,4037a5122c294a19bee0e62042ee77fe,True,1,True,VALID_CREATION_STATE_AABB,0.12877464294433594,0.1765890121459961,0.09247684478759766,0.0021029407424371597,0.1765890121459961,True
full,1,ObjectNavType/val/004526/raw_navigation_camera__0.mp4,4526,mug.n.04,ObjaMug|6|2,460b558df54946a5b38c9c45c2f06754,True,1,True,VALID_CREATION_STATE_AABB,0.09050869941711426,0.060326576232910156,0.07009124755859375,0.0003827038158245987,0.09050869941711426,True
full,1,ObjectNavType/val/005093/raw_navigation_camera__0.mp4,5093,mug.n.04,ObjaMug|2|1,1f082fd765304bc9bd73a892eeac65e8,True,1,True,VALID_CREATION_STATE_AABB,0.0696868896484375,0.06784117221832275,0.0903921127319336,0.00042734139332647504,0.0903921127319336,True
full,1,ObjectNavType/val/006954/raw_navigation_camera__0.mp4,6954,mug.n.04,ObjaMilkshake|6|16,4037a5122c294a19bee0e62042ee77fe,True,1,True,VALID_CREATION_STATE_AABB,0.12877464294433594,0.1765890121459961,0.09247589111328125,0.00210291905570488,0.1765890121459961,True
full,1,ObjectNavType/val/008027/raw_navigation_camera__0.mp4,8027,basketball.n.02,ObjaBasketball|2|3,563a01e3d4d84e078eca33ec7c2d1479,True,1,True,VALID_CREATION_STATE_AABB,0.22948598861694336,0.22961340844631195,0.2359023094177246,0.01243041455301698,0.2359023094177246,True
full,1,ObjectNavType/val/008224/raw_navigation_camera__0.mp4,8224,basketball.n.02,ObjaBasketball|4|0,563a01e3d4d84e078eca33ec7c2d1479,True,1,True,VALID_CREATION_STATE_AABB,0.23590087890625,0.22961342334747314,0.22948575019836426,0.012430327067495675,0.23590087890625,True
full,1,ObjectNavType/val/008786/raw_navigation_camera__0.mp4,8786,basketball.n.02,ObjaBasketball|6|17,4d92ac7449634342935c26d8d3c8b39c,True,1,True,VALID_CREATION_STATE_AABB,0.24026870727539062,0.23993730545043945,0.23977088928222656,0.013822654188434553,0.24026870727539062,True
full,1,ObjectNavType/val/008828/raw_navigation_camera__0.mp4,8828,mug.n.04,ObjaMug|6|17,c324ddbc2dec43288993f7241a0f63d4,True,1,True,VALID_CREATION_STATE_AABB,0.14230728149414062,0.13997459411621094,0.09790372848510742,0.0019501839175628706,0.14230728149414062,True
full,1,ObjectNavType/val/009839/raw_navigation_camera__0.mp4,9839,mug.n.04,ObjaMug|6|4,849b4573e03a40b8b073a2209d1bc1d3,True,1,True,VALID_CREATION_STATE_AABB,0.07616519927978516,0.06030154228210449,0.09368038177490234,0.0004302626567415102,0.09368038177490234,True
full,1,ObjectNavType/val/009921/raw_navigation_camera__0.mp4,9921,basketball.n.02,ObjaBasketball|4|4,563a01e3d4d84e078eca33ec7c2d1479,True,1,True,VALID_CREATION_STATE_AABB,0.23007965087890625,0.22961342334747314,0.23645591735839844,0.012491818631971545,0.23645591735839844,True
full,1,ObjectNavType/val/010248/raw_navigation_camera__0.mp4,10248,vase.n.01,Vase|4|42,Vase_Medium_5,False,1,True,VALID_CREATION_STATE_AABB,0.18230438232421875,0.18848824501037598,0.18230819702148438,0.006264516758810075,0.18848824501037598,True
full,1,ObjectNavType/val/010248/raw_navigation_camera__0.mp4,10248,vase.n.01,Vase|6|67,Vase_Medium_5,False,1,True,VALID_CREATION_STATE_AABB,0.18230438232421875,0.18848824501037598,0.18230819702148438,0.006264516758810075,0.18848824501037598,True
full,1,ObjectNavType/val/010248/raw_navigation_camera__0.mp4,10248,vase.n.01,Vase|7|87,Vase_Medium_5,False,1,True,VALID_CREATION_STATE_AABB,0.18230819702148438,0.18847918510437012,0.18230438232421875,0.006264215647549774,0.18847918510437012,True
full,1,ObjectNavType/val/010248/raw_navigation_camera__0.mp4,10248,vase.n.01,Vase|8|98,Vase_Medium_5,False,1,True,VALID_CREATION_STATE_AABB,0.18231582641601562,0.18848833441734314,0.18231201171875,0.006265044073074995,0.18848833441734314,True
full,1,ObjectNavType/val/010822/raw_navigation_camera__0.mp4,10822,vase.n.01,Vase|2|45,Vase_Decorative_1,False,1,True,VALID_CREATION_STATE_AABB,0.14827728271484375,0.288472056388855,0.14827919006347656,0.006342472228393807,0.288472056388855,True
full,1,ObjectNavType/val/010822/raw_navigation_camera__0.mp4,10822,vase.n.01,Vase|6|20,Vase_Tall_4,False,1,True,VALID_CREATION_STATE_AABB,0.17513656616210938,0.29468321800231934,0.17463970184326172,0.009013121290344098,0.29468321800231934,True
full,1,ObjectNavType/val/010822/raw_navigation_camera__0.mp4,10822,vase.n.01,Vase|7|30,Vase_Medium_5,False,1,True,VALID_CREATION_STATE_AABB,0.18230533599853516,0.18847918510437012,0.18230438232421875,0.006264117341137779,0.18847918510437012,True
