task_key,target_id,synset,asset_id,source_id_form,static_candidate,full_status
ObjectNavType/val/010822/raw_navigation_camera__0.mp4,Vase|2|45,vase.n.01,Vase_Decorative_1,other_asset_id,False,VALID_CREATION_STATE_AABB
ObjectNavType/val/010822/raw_navigation_camera__0.mp4,Vase|6|20,vase.n.01,Vase_Tall_4,other_asset_id,False,VALID_CREATION_STATE_AABB
ObjectNavType/val/010822/raw_navigation_camera__0.mp4,Vase|7|30,vase.n.01,Vase_Medium_5,other_asset_id,False,VALID_CREATION_STATE_AABB
ObjectNavType/val/010846/raw_navigation_camera__0.mp4,SprayBottle|3|17,atomizer.n.01,Spray_Bottle_2,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/010940/raw_navigation_camera__0.mp4,ObjaBasketball|6|45,basketball.n.02,4d92ac7449634342935c26d8d3c8b39c,hex32_asset_id,True,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/010940/raw_navigation_camera__0.mp4,ObjaBasketball|8|65,basketball.n.02,d18692ce01d74c368ab953812e3b80d0,hex32_asset_id,True,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011033/raw_navigation_camera__0.mp4,ObjaVase|8|41,vase.n.01,284502adc20c45de8f115e2b5085515a,hex32_asset_id,True,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011033/raw_navigation_camera__0.mp4,Vase|6|32,vase.n.01,Vase_Decorative_1,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011033/raw_navigation_camera__0.mp4,Vase|9|61,vase.n.01,Vase_Medium_5,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011059/raw_navigation_camera__0.mp4,Sofa|7|1,sofa.n.01,Sofa_207_1,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011097/raw_navigation_camera__0.mp4,Vase|2|38,vase.n.01,Vase_Medium_5,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011131/raw_navigation_camera__0.mp4,SprayBottle|3|15,atomizer.n.01,Spray_Bottle_6,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011157/raw_navigation_camera__0.mp4,chair-diningtable-2|4|1|1,straight_chair.n.01,Chair_311_1,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011157/raw_navigation_camera__0.mp4,chair-diningtable-2|4|1|2,straight_chair.n.01,Chair_311_1,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011157/raw_navigation_camera__0.mp4,chair-diningtable-4|5|2|1,straight_chair.n.01,RoboTHOR_office_chair_volmar,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011157/raw_navigation_camera__0.mp4,chair-diningtable-4|5|2|2,straight_chair.n.01,RoboTHOR_office_chair_volmar,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011157/raw_navigation_camera__0.mp4,chair-diningtable-4|5|2|3,straight_chair.n.01,RoboTHOR_office_chair_volmar,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011157/raw_navigation_camera__0.mp4,chair-diningtable-4|5|2|4,straight_chair.n.01,RoboTHOR_office_chair_volmar,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011157/raw_navigation_camera__0.mp4,chair-diningtable|2|2|1,straight_chair.n.01,RoboTHOR_chair_mella,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011157/raw_navigation_camera__0.mp4,desk-with-chair|6|2|1,straight_chair.n.01,Chair_303_1,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011295/raw_navigation_camera__0.mp4,Sofa|7|0,sofa.n.01,Sofa_207_3,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011321/raw_navigation_camera__0.mp4,Apple|2|24,apple.n.01,Apple_23,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011535/raw_navigation_camera__0.mp4,SprayBottle|5|18,atomizer.n.01,Spray_Bottle_7,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011535/raw_navigation_camera__0.mp4,SprayBottle|8|44,atomizer.n.01,Spray_Bottle_2,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011549/raw_navigation_camera__0.mp4,ObjaTrashCan|5|2,ashcan.n.01,11f2f821f1e1417bbc01ee01d67fae6c,hex32_asset_id,True,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011599/raw_navigation_camera__0.mp4,chair-diningtable-2|6|1|1,straight_chair.n.01,Chair_313_1,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011599/raw_navigation_camera__0.mp4,chair-diningtable-2|6|1|2,straight_chair.n.01,Chair_313_1,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011599/raw_navigation_camera__0.mp4,chair-diningtable|4|4|1,straight_chair.n.01,Chair_204_2,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011633/raw_navigation_camera__0.mp4,SprayBottle|2|13,atomizer.n.01,Spray_Bottle_2,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011633/raw_navigation_camera__0.mp4,SprayBottle|5|37,atomizer.n.01,Spray_Bottle_7,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011819/raw_navigation_camera__0.mp4,Toilet|5|1,toilet.n.02,Toilet_2,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011865/raw_navigation_camera__0.mp4,Vase|4|9,vase.n.01,Vase_Medium_5,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011865/raw_navigation_camera__0.mp4,Vase|8|56,vase.n.01,Vase_Medium_5,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011881/raw_navigation_camera__0.mp4,Apple|2|8,apple.n.01,Apple_6,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011933/raw_navigation_camera__0.mp4,Apple|8|59,apple.n.01,Apple_5,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011951/raw_navigation_camera__0.mp4,Bed|6|0,bed.n.01,Bed_24,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011951/raw_navigation_camera__0.mp4,Bed|8|0,bed.n.01,RoboTHOR_bed_meldal,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/011951/raw_navigation_camera__0.mp4,single-pillow|7|1|0,bed.n.01,Bed_3,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012036/raw_navigation_camera__0.mp4,Sofa|3|2,sofa.n.01,Sofa_207_3,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012036/raw_navigation_camera__0.mp4,Sofa|4|1,sofa.n.01,Sofa_216_4,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012042/raw_navigation_camera__0.mp4,Laptop|6|28,laptop.n.01,Laptop_5,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012045/raw_navigation_camera__0.mp4,2|3,television_receiver.n.01,Television_25,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012045/raw_navigation_camera__0.mp4,7|2,television_receiver.n.01,Television_25,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012050/raw_navigation_camera__0.mp4,Apple|2|8,apple.n.01,Apple_23,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012080/raw_navigation_camera__0.mp4,GarbageCan|5|5,ashcan.n.01,bin_24,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012080/raw_navigation_camera__0.mp4,ObjaTrashCan|5|3,ashcan.n.01,2861ed55647249d0a3d571b43d5ce9a1,hex32_asset_id,True,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012207/raw_navigation_camera__0.mp4,Vase|6|20,vase.n.01,Vase_Medium_5,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012231/raw_navigation_camera__0.mp4,Bowl|4|15,bowl.n.03,Bowl_24,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012231/raw_navigation_camera__0.mp4,Bowl|6|30,bowl.n.03,Bowl_23,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012238/raw_navigation_camera__0.mp4,chair-diningtable-3|4|1|1,straight_chair.n.01,Chair_307_2,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012238/raw_navigation_camera__0.mp4,chair-diningtable-3|4|1|2,straight_chair.n.01,Chair_307_2,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012238/raw_navigation_camera__0.mp4,chair-diningtable-3|4|1|3,straight_chair.n.01,Chair_307_2,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012238/raw_navigation_camera__0.mp4,chair-diningtable-3|7|2|1,straight_chair.n.01,RoboTHOR_office_chair_volmar,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012238/raw_navigation_camera__0.mp4,chair-diningtable-3|7|2|2,straight_chair.n.01,RoboTHOR_office_chair_volmar,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012238/raw_navigation_camera__0.mp4,chair-diningtable-3|7|2|3,straight_chair.n.01,RoboTHOR_office_chair_volmar,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012238/raw_navigation_camera__0.mp4,chair-diningtable-5|2|5|1,straight_chair.n.01,Chair_203_1,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012238/raw_navigation_camera__0.mp4,chair-diningtable-5|2|5|2,straight_chair.n.01,Chair_203_1,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012238/raw_navigation_camera__0.mp4,chair-diningtable-5|2|5|3,straight_chair.n.01,Chair_203_1,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012238/raw_navigation_camera__0.mp4,chair-diningtable-5|2|5|4,straight_chair.n.01,Chair_203_1,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012238/raw_navigation_camera__0.mp4,chair-diningtable-5|8|2|1,straight_chair.n.01,Chair_205_5,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012238/raw_navigation_camera__0.mp4,chair-diningtable-5|8|2|2,straight_chair.n.01,Chair_205_5,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012238/raw_navigation_camera__0.mp4,chair-diningtable-5|8|2|3,straight_chair.n.01,Chair_205_5,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012238/raw_navigation_camera__0.mp4,chair-diningtable-5|8|2|4,straight_chair.n.01,Chair_205_5,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012238/raw_navigation_camera__0.mp4,chair-diningtable|6|3|1,straight_chair.n.01,RoboTHOR_chair_mella,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012245/raw_navigation_camera__0.mp4,chair-diningtable|2|2|1,straight_chair.n.01,RoboTHOR_chair_jokkmokk_v,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012266/raw_navigation_camera__0.mp4,SprayBottle|6|8,atomizer.n.01,Spray_Bottle_7,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012273/raw_navigation_camera__0.mp4,Sofa|7|0,sofa.n.01,Sofa_214_1,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012350/raw_navigation_camera__0.mp4,Laptop|4|11,laptop.n.01,Laptop_24,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012350/raw_navigation_camera__0.mp4,Laptop|9|62,laptop.n.01,Laptop_20,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012370/raw_navigation_camera__0.mp4,Laptop|4|9,laptop.n.01,Laptop_2,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012370/raw_navigation_camera__0.mp4,Laptop|6|32,laptop.n.01,Laptop_21,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012375/raw_navigation_camera__0.mp4,Bowl|2|9,bowl.n.03,Bowl_25,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012445/raw_navigation_camera__0.mp4,Laptop|6|27,laptop.n.01,Laptop_8,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012454/raw_navigation_camera__0.mp4,Laptop|2|22,laptop.n.01,Laptop_24,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012454/raw_navigation_camera__0.mp4,Laptop|7|13,laptop.n.01,Laptop_15,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012479/raw_navigation_camera__0.mp4,SprayBottle|2|14,atomizer.n.01,Spray_Bottle_7,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012500/raw_navigation_camera__0.mp4,television-sofa|3|0|2,television_receiver.n.01,Television_10,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012500/raw_navigation_camera__0.mp4,television|4|2|1,television_receiver.n.01,Television_11,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012500/raw_navigation_camera__0.mp4,television|8|3|1,television_receiver.n.01,Television_20,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012507/raw_navigation_camera__0.mp4,AlarmClock|5|33,alarm_clock.n.01,Alarm_Clock_4,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012507/raw_navigation_camera__0.mp4,AlarmClock|6|50,alarm_clock.n.01,Alarm_Clock_21,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012592/raw_navigation_camera__0.mp4,double-pillow|2|1|0,bed.n.01,Bed_20,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012606/raw_navigation_camera__0.mp4,SprayBottle|2|3,atomizer.n.01,Spray_Bottle_6,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012637/raw_navigation_camera__0.mp4,Toilet|2|1,toilet.n.02,Toilet_1,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012675/raw_navigation_camera__0.mp4,Sofa|3|0,sofa.n.01,Sofa_223_1,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012675/raw_navigation_camera__0.mp4,television-sofa|4|1|1,sofa.n.01,Sofa_203_1,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012692/raw_navigation_camera__0.mp4,Bed|6|1,bed.n.01,RoboTHOR_bed_grankulla,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012692/raw_navigation_camera__0.mp4,double-pillow|7|1|0,bed.n.01,Bed_24,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012692/raw_navigation_camera__0.mp4,single-pillow|8|1|0,bed.n.01,Bed_6,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012696/raw_navigation_camera__0.mp4,HousePlant|8|67,houseplant.n.01,Houseplant_25,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012696/raw_navigation_camera__0.mp4,floor-house-plant|2|4|0,houseplant.n.01,Houseplant_18,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012696/raw_navigation_camera__0.mp4,floor-house-plant|7|3|0,houseplant.n.01,Houseplant_11,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012698/raw_navigation_camera__0.mp4,double-pillow|2|0|0,bed.n.01,Bed_20,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012771/raw_navigation_camera__0.mp4,chair-diningtable-2|8|3|1,straight_chair.n.01,Chair_305_1,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012771/raw_navigation_camera__0.mp4,chair-diningtable-2|8|3|2,straight_chair.n.01,Chair_305_1,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012771/raw_navigation_camera__0.mp4,chair-diningtable-3|6|5|1,straight_chair.n.01,Chair_205_5,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012771/raw_navigation_camera__0.mp4,chair-diningtable-3|6|5|2,straight_chair.n.01,Chair_205_5,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012771/raw_navigation_camera__0.mp4,chair-diningtable-3|6|5|3,straight_chair.n.01,Chair_205_5,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012771/raw_navigation_camera__0.mp4,chair-diningtable|9|0|1,straight_chair.n.01,Chair_227_1,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012785/raw_navigation_camera__0.mp4,chair-diningtable-2|4|5|1,straight_chair.n.01,Chair_223_1,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012785/raw_navigation_camera__0.mp4,chair-diningtable-2|4|5|2,straight_chair.n.01,Chair_223_1,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012785/raw_navigation_camera__0.mp4,chair-diningtable-2|8|3|1,straight_chair.n.01,Chair_204_2,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012785/raw_navigation_camera__0.mp4,chair-diningtable-2|8|3|2,straight_chair.n.01,Chair_204_2,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012793/raw_navigation_camera__0.mp4,AlarmClock|4|6,alarm_clock.n.01,Alarm_Clock_22,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012854/raw_navigation_camera__0.mp4,Vase|2|14,vase.n.01,Vase_Tall_3,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012952/raw_navigation_camera__0.mp4,floor-house-plant|5|5|0,houseplant.n.01,Houseplant_11,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012952/raw_navigation_camera__0.mp4,floor-house-plant|6|2|0,houseplant.n.01,Houseplant_29,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/012953/raw_navigation_camera__0.mp4,SprayBottle|2|5,atomizer.n.01,Spray_Bottle_7,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/013018/raw_navigation_camera__0.mp4,Toilet|5|0,toilet.n.02,Toilet_2,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/013027/raw_navigation_camera__0.mp4,chair-diningtable|6|3|1,straight_chair.n.01,RoboTHOR_chair_jokkmokk_v,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/013027/raw_navigation_camera__0.mp4,chair-diningtable|7|0|1,straight_chair.n.01,Chair_007_1,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/013027/raw_navigation_camera__0.mp4,desk-with-chair|4|3|1,straight_chair.n.01,Chair_205_5,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/013125/raw_navigation_camera__0.mp4,Bowl|4|24,bowl.n.03,Bowl_3,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/013125/raw_navigation_camera__0.mp4,Bowl|6|40,bowl.n.03,Bowl_3,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/013137/raw_navigation_camera__0.mp4,Toilet|5|0,toilet.n.02,Toilet_1,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/013137/raw_navigation_camera__0.mp4,Toilet|7|2,toilet.n.02,Toilet_1,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/013166/raw_navigation_camera__0.mp4,Bowl|2|11,bowl.n.03,Bowl_14,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/013166/raw_navigation_camera__0.mp4,Bowl|3|25,bowl.n.03,Bowl_25,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/013167/raw_navigation_camera__0.mp4,GarbageCan|5|3,ashcan.n.01,bin_3,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/013169/raw_navigation_camera__0.mp4,Bowl|2|5,bowl.n.03,Bowl_23,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/013175/raw_navigation_camera__0.mp4,Laptop|3|16,laptop.n.01,Laptop_9,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/013181/raw_navigation_camera__0.mp4,chair-diningtable-2|4|4|1,straight_chair.n.01,RoboTHOR_office_chair_skruvsta,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/013181/raw_navigation_camera__0.mp4,chair-diningtable-2|4|4|2,straight_chair.n.01,RoboTHOR_office_chair_skruvsta,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/013181/raw_navigation_camera__0.mp4,chair-diningtable|6|4|1,straight_chair.n.01,Chair_303_1,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/013205/raw_navigation_camera__0.mp4,4|5,television_receiver.n.01,Television_25,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/013205/raw_navigation_camera__0.mp4,6|6,television_receiver.n.01,Television_25,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/013205/raw_navigation_camera__0.mp4,7|6,television_receiver.n.01,Television_25,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/013205/raw_navigation_camera__0.mp4,television|3|2|1,television_receiver.n.01,Television_24,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/013226/raw_navigation_camera__0.mp4,ObjaVase|2|3,vase.n.01,cf0343566b0048c9b58a6959d32c5855,hex32_asset_id,True,NOT_ATTEMPTED_AFTER_STOP
ObjectNavType/val/013238/raw_navigation_camera__0.mp4,AlarmClock|8|65,alarm_clock.n.01,Alarm_Clock_22,other_asset_id,False,NOT_ATTEMPTED_AFTER_STOP
